Hex_ID,CitCtr_PT,CitCtr_Cy,CitCtr_Wa,CitCtr_Ca,DisCtr_PT,DisCtr_Cy,DisCtr_Wa,DisCtr_Ca,Em500_PT,Em500_Cy,Em500_Wa,Em500_Ca,Em5000_PT,Em5000_Cy,Em5000_Wa,Em5000_Ca,FurEd_PT,FurEd_Cy,FurEd_Wa,FurEd_Ca,GP_PT,GP_Cy,GP_Wa,GP_Ca,Hos_PT,Hos_Cy,Hos_Wa,Hos_Ca,MajCtr_PT,MajCtr_Cy,MajCtr_Wa,MajCtr_Ca,PriSch_PT,PriSch_Cy,PriSch_Wa,PriSch_Ca,SecSch_PT,SecSch_Cy,SecSch_Wa,SecSch_Ca,StrEmp_PT,StrEmp_Cy,StrEmp_Wa,StrEmp_Ca
SV00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00041,0.0,0.0,0.0,7.015190020544906,0.0,0.0,0.0,27.18885424060649,0.0,0.0,0.0,24.684751583039755,0.0,0.0,0.0,15.174274478042435,0.0,0.0,0.0,1.9456599338709717,0.0,0.0,0.0,3.8860047211968567,0.0,0.0,0.0,0.3139695299026336,0.0,0.0,0.0,3.6057271269388513,0.0,0.0,0.0,27.763147662008684,0.0,0.0,0.0,16.74816752756752,0.0,0.0,0.0,22.98068770189477
SV00039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00033,0.0,0.0,0.0,5.581778905214238,111.22701204859655,75.620272901946,2.692460726144174,25.375911649187458,35.551358345039546,0.0,0.0,22.19757480278978,0.0,0.0,0.0,12.46682725388473,0.0,0.0,0.0,1.5530269821578837,16.33658267283302,17.141997459438446,0.5959366687132646,4.200752180137528,0.0,0.0,0.0,0.2784007257536562,0.0,0.0,0.0,3.0881820309205317,137.08810068613684,65.39301702257187,1.638861180012879,25.474499128098266,15.197273615196648,0.0,0.0,14.372886148543076,0.0,0.0,0.0,17.649101610905497
SM00238,0.0,0.0,0.0,5.478567294421073,0.0,0.0,0.0,27.14756078088233,0.0,0.0,0.0,25.602408971775404,0.0,0.0,0.0,5.452839160325069,0.0,0.0,0.0,2.9950119044071633,0.0,0.0,0.0,3.523353371846407,0.0,0.0,0.0,0.2351396294763603,0.0,0.0,0.0,2.4578892243267343,0.0,0.0,0.0,23.56206414339896,0.0,0.0,0.0,16.182042484320505,0.0,0.0,0.0,11.17587325266509
SM00214,0.0,0.0,0.0,6.112030465450398,0.0,0.0,0.0,34.70463756665439,0.0,0.0,0.0,36.42062150794688,0.0,0.0,0.0,7.127465756598262,0.0,0.0,0.0,3.4676732317585497,0.0,0.0,0.0,4.593312143930421,0.0,0.0,0.0,0.3611678557514409,0.0,0.0,0.0,2.833816540276135,0.0,0.0,0.0,32.70342051938342,0.0,0.0,0.0,20.191493885465995,0.0,0.0,0.0,12.546711812767926
SM00187,0.0,0.0,0.0,6.308116178353639,0.0,0.0,0.0,36.73076180754254,0.0,0.0,0.0,40.3584222886615,0.0,0.0,0.0,7.308365788604194,0.0,0.0,0.0,3.9740319945060136,0.0,0.0,0.0,4.932542615917732,0.0,0.0,0.0,0.3836133445218572,0.0,0.0,0.0,2.982003339977913,0.0,0.0,0.0,34.086515602364756,0.0,0.0,0.0,20.58286226481105,0.0,0.0,0.0,12.9746132518806
SM00158,0.0,0.0,0.0,6.626282045747987,0.0,0.0,0.0,41.709539304136804,0.0,0.0,0.0,61.37504367568156,0.0,0.0,0.0,10.735636997851508,0.0,0.0,0.0,4.69541252734715,0.0,0.0,0.0,5.705334578510546,0.0,0.0,0.0,0.4160148752863231,0.0,0.0,0.0,3.1949279876533567,0.0,0.0,0.0,41.113567982885925,0.0,0.0,0.0,22.966933787431962,0.0,0.0,0.0,13.672557576897123
SM00127,0.0,0.0,0.0,6.876733602529767,0.0,0.0,0.0,45.53167951686487,0.0,0.0,0.0,62.98109176894293,0.0,0.0,0.0,11.628990852173645,0.0,0.0,0.0,4.864473186311015,0.0,0.0,0.0,6.370632270433748,0.0,0.0,0.0,0.5231944405121722,0.0,0.0,0.0,4.0235867699438215,0.0,0.0,0.0,48.79429562428591,0.0,0.0,0.0,24.374784906997792,0.0,0.0,0.0,14.225157445784651
SM00097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SM00069,0.0,0.0,0.0,6.788875854022676,0.0,0.0,0.0,42.27664630983436,0.0,0.0,0.0,38.78080985349376,0.0,0.0,0.0,10.249050021557494,0.0,0.0,0.0,4.1569129876526825,0.0,0.0,0.0,5.54796284044204,0.0,0.0,0.0,0.455408468303591,0.0,0.0,0.0,4.067964190862457,0.0,0.0,0.0,37.739784168918426,0.0,0.0,0.0,22.32362422529944,0.0,0.0,0.0,14.030984210280547
SM00042,0.0,0.0,0.0,6.652881341193522,0.0,19.310055585020205,0.0,39.52670187031537,0.0,42.80034776023398,0.0,35.97508467824806,0.0,0.0,0.0,9.563207482045925,0.0,0.0,0.0,4.017851074952539,0.0,8.684519479919427,0.2030617142909285,5.157900192420266,0.0,0.0,0.0,0.430189821101794,0.0,0.0,0.0,3.274168385280875,0.0,69.70578927966231,1.980728093913005,34.80790158790588,0.0,25.959299726040324,0.0,21.19088678949932,0.0,0.0,0.0,13.7311123849485
NS00669,0.0,0.0,0.0,7.092888663881854,0.0,0.0,0.0,52.002706512051105,0.0,0.0,0.0,40.97300322428238,0.0,0.0,0.0,11.620063514439956,0.0,0.0,0.0,4.171612979717622,0.0,0.0,0.0,6.503606311812573,0.0,0.0,0.0,0.4703878762231576,0.0,0.0,0.0,4.288705876364158,0.0,0.0,0.0,41.27830843934497,0.0,0.0,0.0,23.065494171871116,0.0,0.0,0.0,14.704371981374859
NS00651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NS00631,0.0,0.0,0.0,7.547729484486793,0.0,0.0,0.0,76.27284618887343,0.0,0.0,0.0,53.12275342630208,0.0,0.0,0.0,12.723172732457279,0.0,0.0,0.0,4.671864447486772,0.0,0.0,0.0,8.97148847969384,0.0,0.0,0.0,0.5997475834048105,0.0,0.0,0.0,5.10937881441273,0.0,0.0,0.0,58.12536263701059,0.0,0.0,0.0,27.079232897103665,0.0,0.0,0.0,15.719753890919986
NS00605,0.0,0.0,0.0,8.401033447027984,199.1227172425485,0.0,41.4480757537607,99.2063984314362,75.24709061432995,0.0,0.0,60.583434689576016,0.0,0.0,0.0,12.959979014190203,0.0,0.0,0.0,4.849209641036019,24.35824191076094,0.0,5.103271763416344,11.464021123070285,0.0,0.0,0.0,0.6438967637849072,0.0,0.0,0.0,5.472054544023332,199.48222285297868,0.0,12.543378315809006,72.19400876906049,36.86454196754198,0.0,0.0,29.039802529052867,0.0,0.0,0.0,16.18585809307611
NS00576,0.0,0.0,0.0,8.363022244998577,198.03542682726268,249.67947745580676,17.52491280723602,99.72680316565136,112.34543377969808,0.0,0.0,64.09285052026678,0.0,0.0,0.0,12.90204129446376,0.0,0.0,0.0,4.77396186231489,29.934731193942458,0.0,4.661744381031847,13.054623844091433,0.0,0.0,0.0,0.6308102250169492,0.0,0.0,0.0,5.366241468606082,313.3668256865016,0.0,22.309871766344013,80.8223479561552,47.0859260188364,0.0,0.0,29.607591120044926,0.0,0.0,0.0,16.104770643968443
NS00547,0.0,0.0,0.0,7.1092734353325024,106.3795074773907,188.37533943525224,8.839484988591042,56.006830448290664,54.518087224562876,0.0,0.0,41.895856886663346,0.0,0.0,0.0,11.513201088919354,0.0,0.0,0.0,4.147683647889644,14.166675831011123,0.0,0.7704926896148473,6.923473755933668,0.0,0.0,0.0,0.4529735512030603,0.0,0.0,0.0,4.513800567329724,126.17495290782993,0.0,4.083793915747864,43.11831148247635,26.12362762880311,0.0,0.0,22.824220718712777,0.0,0.0,0.0,14.740783853338138
NS00514,0.0,0.0,0.0,6.724493448097639,0.0,103.6915783545835,4.024560555812777,46.298054968520425,0.0,0.0,0.0,35.457745471614984,0.0,0.0,0.0,9.986704292235553,0.0,0.0,0.0,3.8539084852853027,0.0,0.0,0.388746916954875,5.767391118813507,0.0,0.0,0.0,0.41235477551523486,0.0,0.0,0.0,3.502368099759126,0.0,0.0,2.1039658887910173,35.33178153854531,0.0,0.0,0.0,20.277373502406746,0.0,0.0,0.0,13.888915177205767
NS00482,0.0,0.0,0.0,7.903361146490551,0.0,0.0,0.0,80.22839586713766,0.0,0.0,0.0,68.09577964666799,0.0,0.0,0.0,12.675188137172832,0.0,0.0,0.0,4.906203904228987,0.0,0.0,0.0,11.185703731976346,0.0,0.0,0.0,0.5052265673417065,0.0,0.0,0.0,5.598191494255232,0.0,0.0,0.0,65.98861132413661,0.0,0.0,0.0,29.99428281905935,0.0,0.0,0.0,15.75404325595309
NS00450,0.0,0.0,0.0,7.805725635251685,0.0,0.0,0.0,68.73240016370703,0.0,0.0,0.0,58.116197543176455,0.0,0.0,0.0,12.508843789406246,0.0,0.0,0.0,4.657527884251413,0.0,0.0,0.0,9.543677721495492,0.0,0.0,0.0,0.48231731189434407,0.0,0.0,0.0,5.312611942085783,0.0,0.0,0.0,56.332776938645914,0.0,0.0,0.0,26.954734389316577,0.0,0.0,0.0,15.553339656581029
NS00419,0.0,0.0,0.0,8.707082958855574,0.0,0.0,0.0,82.93724000184571,0.0,0.0,0.0,70.54500477952112,0.0,0.0,0.0,14.26241235881831,0.0,0.0,0.0,5.058976753634402,0.0,0.0,0.0,11.474839572987154,0.0,0.0,0.0,0.6087782528195606,0.0,0.0,0.0,5.897584844782108,0.0,0.0,0.0,81.31356393973937,0.0,0.0,0.0,30.828833789166378,0.0,0.0,0.0,17.412707667952176
NS00387,0.0,0.0,0.0,8.014647414727953,0.0,0.0,0.0,51.54237930710544,0.0,0.0,0.0,40.91663374942278,0.0,0.0,0.0,13.24073986557465,0.0,0.0,0.0,3.7075321925739706,0.0,0.0,0.0,6.63226079016356,0.0,0.0,0.0,0.4297819636248937,0.0,0.0,0.0,4.700043623974659,0.0,0.0,0.0,41.65004096218279,0.0,0.0,0.0,22.071420916176535,0.0,0.0,0.0,15.983014511263818
NS00353,0.0,0.0,0.0,7.914984899328596,0.0,0.0,0.0,49.849656008948195,0.0,0.0,0.0,39.56575049522279,0.0,0.0,0.0,12.600029082660658,0.0,0.0,0.0,3.649011244787029,0.0,0.0,0.0,6.406920774926588,0.0,0.0,0.0,0.42284726142252,0.0,0.0,0.0,4.6199933534559126,0.0,0.0,0.0,39.973524430750125,0.0,0.0,0.0,21.56788621206083,0.0,0.0,0.0,15.777948792655957
NS00317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NS00281,0.0,0.0,0.0,8.331021493269409,0.0,56.2411352784112,0.0,50.21032099961713,44.03889555399864,181.9545018778913,6.671084421076892,54.359232228604725,0.0,0.0,0.0,13.65735413262163,0.0,0.0,0.0,3.135023897476375,0.0,5.963574762608898,0.0,6.576394398310447,0.0,0.0,0.0,0.4100578112666012,0.0,0.0,0.0,4.523590547365214,0.0,58.036616261103845,0.0,43.19333708278438,0.0,4.68384429248674,0.0,22.117568510538224,0.0,0.0,0.0,16.63516467093205
NS00252,0.0,0.0,0.0,8.355788799136901,0.0,47.69910245793375,0.0,48.341040305607,44.51561561421436,181.41158397663438,7.340440800571538,54.22225284061843,0.0,0.0,0.0,13.692523535232217,0.0,0.0,0.0,3.014677633671524,0.0,5.102884670353182,0.0,6.217823339598311,0.0,0.0,0.0,0.3939789705109703,0.0,0.0,0.0,4.3489636704919885,0.0,44.807395602188215,0.0,41.80201639118447,0.0,0.0,0.0,21.381451745230915,0.0,0.0,0.0,16.686294285083413
NS00225,0.0,0.0,0.0,8.6267800192538,0.0,0.0,0.0,49.61598474013179,0.0,0.0,0.0,63.58602461640187,0.0,0.0,0.0,14.182193910929788,0.0,0.0,0.0,2.96435707928451,0.0,0.0,0.0,6.653535099387813,0.0,0.0,0.0,0.3935835866361898,0.0,0.0,0.0,4.298964040520158,0.0,0.0,0.0,49.1284340630432,0.0,0.0,0.0,21.788865725520083,0.0,0.0,0.0,16.797966018426383
NS00199,0.0,0.0,0.0,9.645848845320229,0.0,0.0,0.0,51.00322301441756,0.0,0.0,0.0,69.90456913416838,0.0,0.0,0.0,14.71297400231822,0.0,0.0,0.0,2.988859436988035,0.0,0.0,0.0,7.170835824473491,0.0,0.0,0.0,0.4758937949991071,0.0,0.0,0.0,4.335731477717727,0.0,0.0,0.0,57.250476421101055,0.0,0.0,0.0,22.419951789470243,0.0,0.0,0.0,17.53013368454519
NS00174,0.0,0.0,0.0,8.88770465854208,459.61644778996947,249.48944961322985,8.014393557333136,46.287096080140664,617.8937492247777,524.065895434385,19.18074487569865,58.80678199954284,0.0,0.0,0.0,14.554323208102518,0.0,0.0,0.0,2.8324308019135525,49.35160216371874,54.01545072985287,1.69499244406368,6.653620921116847,0.0,0.0,0.0,0.4535357716545904,0.0,0.0,0.0,4.108798957657148,593.1422366274742,786.7837251433555,38.77430961578757,52.43672313789212,108.90484578324984,51.951457786483665,1.082387783933599,20.979273602711416,0.0,0.0,0.0,17.29248662857042
SM00227,0.0,0.0,0.0,5.967449532389214,0.0,0.0,0.0,32.7644075932346,0.0,0.0,0.0,33.22894173103996,0.0,0.0,0.0,6.4637566989326105,0.0,0.0,0.0,3.3561702298929306,0.0,0.0,0.0,4.314481475034342,0.0,0.0,0.0,0.3483894139038584,0.0,0.0,0.0,2.7451346772688545,0.0,0.0,0.0,30.158779644283292,0.0,0.0,0.0,19.168327637158786,0.0,0.0,0.0,12.232290885657989
SM00201,0.0,0.0,0.0,6.427560320440596,0.0,0.0,0.0,39.35510140623546,0.0,0.0,0.0,45.93469463963095,0.0,0.0,0.0,8.506807213148473,0.0,0.0,0.0,4.16572552403617,0.0,0.0,0.0,5.265971803262825,0.0,0.0,0.0,0.387619345177634,0.0,0.0,0.0,3.016713675943334,0.0,0.0,0.0,39.81125214136324,0.0,0.0,0.0,22.6745869695095,0.0,0.0,0.0,13.23610198972344
SM00173,0.0,0.0,0.0,6.579706503728214,0.0,0.0,0.0,40.967090245433894,0.0,0.0,0.0,52.475609376666625,0.0,0.0,0.0,10.622140415124822,0.0,0.0,0.0,4.635830741942497,0.0,0.0,0.0,5.531178361770677,0.0,0.0,0.0,0.400932746556515,0.0,0.0,0.0,3.1069863859893037,0.0,0.0,0.0,43.42803463939864,0.0,0.0,0.0,23.030921216064627,0.0,0.0,0.0,13.570104276465633
SM00143,0.0,0.0,0.0,6.67061620451014,0.0,0.0,0.0,42.40575911375936,99.72885199934434,0.0,0.0,67.89684800312223,0.0,0.0,0.0,10.804034387504538,0.0,0.0,0.0,4.730084411193947,0.0,0.0,0.0,5.8199458546067016,0.0,0.0,0.0,0.4207711746197961,0.0,0.0,0.0,3.225508431447236,0.0,0.0,0.0,42.28239025509354,0.0,0.0,0.0,23.256665654690835,0.0,0.0,0.0,13.77017100737888
SM00112,0.0,0.0,0.0,7.048786789611086,130.35666304189542,0.0,0.0,47.09896121725281,159.58101458394964,0.0,0.0,54.39233437472923,0.0,0.0,0.0,12.313284283250727,0.0,0.0,0.0,4.8433235567114625,11.222644113506096,0.0,0.0,6.586539802848415,0.0,0.0,0.0,0.516497483108529,0.0,0.0,0.0,4.024789063772062,164.97260245112136,0.0,4.611522610330174,54.89414849748784,34.8012718431787,0.0,0.0,25.0278543896402,0.0,0.0,0.0,14.606425395922923
SM00083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SM00055,0.0,0.0,0.0,6.924567555049007,0.0,21.66248588364384,0.0,43.45380511000532,0.0,47.86418968673693,0.0,40.35409025893296,0.0,0.0,0.0,10.439523236115086,0.0,0.0,0.0,4.192954777003044,0.0,10.632963372954023,0.277292145311363,5.76707310289037,0.0,0.0,0.0,0.4521434598702653,0.0,0.0,0.0,4.076333589419785,0.0,81.53292996961049,2.638213551193591,39.81552074346908,0.0,29.053076487363015,0.0,22.9915435463171,0.0,0.0,0.0,14.331021785757526
SM00029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NS00661,0.0,0.0,0.0,7.414303831456273,0.0,0.0,0.0,61.4196788736431,0.0,0.0,0.0,46.84187014955263,0.0,0.0,0.0,12.552808347366549,0.0,0.0,0.0,4.381882134398691,0.0,0.0,0.0,7.605841823826953,0.0,0.0,0.0,0.4735856397452551,0.0,0.0,0.0,4.578083800946366,0.0,0.0,0.0,48.423335499680654,0.0,0.0,0.0,25.02724348477981,0.0,0.0,0.0,15.420905086119479
NS00643,0.0,0.0,0.0,7.420604953631436,110.21045235132597,0.0,7.591733596087267,68.77633708203237,59.32836669286708,0.0,0.0,49.40392017501393,0.0,0.0,0.0,12.509642950589612,0.0,0.0,0.0,4.472042682121166,14.39935740545439,0.0,0.4373379700308477,8.329133933422272,0.0,0.0,0.0,0.485869112132392,0.0,0.0,0.0,4.812502252874066,131.884381951259,0.0,3.5398010591472957,53.40298480642107,24.509973522006185,0.0,0.0,26.071952965526258,0.0,0.0,0.0,15.43499985108505
NS00620,0.0,0.0,0.0,8.370117801629956,229.32120314587178,0.0,24.185902532427807,89.77093640499317,90.4238999276312,0.0,0.0,56.35361082567388,0.0,0.0,0.0,12.950403533809778,0.0,0.0,0.0,4.699556745167311,23.409729313492598,0.0,0.8988530270991094,10.008198205578267,0.0,0.0,0.0,0.6042298257809058,0.0,0.0,0.0,5.155878072799205,229.26935120052735,0.0,8.651934362923992,66.26528532948521,35.81147732476873,0.0,0.0,28.21213724144021,0.0,0.0,0.0,16.119901625871883
NS00591,0.0,0.0,0.0,8.580584200683065,694.5917042246372,2895.0,704.95828501894,108.16660406462881,113.59503638510157,0.0,0.0,62.95147096148978,0.0,0.0,0.0,13.203922447147015,0.0,0.0,0.0,5.300104816464317,27.14769099119618,0.0,2.479548889205492,12.737328557463709,0.0,0.0,0.0,0.6382245028098708,0.0,0.0,0.0,6.08252766985373,365.2557874115615,0.0,50.19828836312188,84.59549604231714,47.710632177691245,0.0,0.0,29.924858182844794,0.0,0.0,0.0,16.569888004155487
NS00562,0.0,0.0,0.0,7.667230526216878,0.0,526.930977600339,33.898168914680646,87.5849168259626,0.0,0.0,0.0,57.039422686106924,0.0,0.0,0.0,12.825853489339137,0.0,0.0,0.0,4.613686799764189,0.0,0.0,2.243982236240274,10.13903412862027,0.0,0.0,0.0,0.6002723445727839,0.0,0.0,0.0,5.120848207111715,0.0,0.0,11.312700000768167,66.50692050606754,0.0,0.0,0.0,28.084453856789242,0.0,0.0,0.0,15.988117612762963
NS00532,0.0,0.0,0.0,7.5362585199568155,0.0,0.0,0.0,73.89916901120199,0.0,0.0,0.0,54.60229814016645,0.0,0.0,0.0,12.701520520783397,0.0,0.0,0.0,4.538106893221677,0.0,0.0,0.0,9.406583729946707,0.0,0.0,0.0,0.4915255608434731,0.0,0.0,0.0,4.932816391541602,0.0,0.0,0.0,58.94955648689774,0.0,0.0,0.0,26.923102473970484,0.0,0.0,0.0,15.484152916058429
NS00499,0.0,0.0,0.0,7.931200862768498,0.0,0.0,0.0,75.58340336865885,0.0,0.0,0.0,60.21292641694298,0.0,0.0,0.0,12.725002470447809,0.0,0.0,0.0,4.752601938355419,0.0,0.0,0.0,10.11485762860875,0.0,0.0,0.0,0.4843673435132772,0.0,0.0,0.0,5.337783515704622,0.0,0.0,0.0,61.22186551159758,0.0,0.0,0.0,28.32475714047764,0.0,0.0,0.0,15.811302732602663
NS00467,0.0,0.0,0.0,8.257370524279787,0.0,0.0,0.0,67.80087945694522,0.0,0.0,0.0,52.969252096814145,0.0,0.0,0.0,13.657655031579376,0.0,0.0,0.0,4.614968572187206,0.0,0.0,0.0,8.823640340443866,0.0,0.0,0.0,0.4709154701936884,0.0,0.0,0.0,5.17775585481372,0.0,0.0,0.0,56.15894283907828,0.0,0.0,0.0,26.46452627994458,0.0,0.0,0.0,16.483185173607016
NS00435,0.0,0.0,0.0,8.418534705770474,0.0,0.0,0.0,70.43530990641769,0.0,0.0,0.0,57.15852432763017,0.0,0.0,0.0,13.861152566066115,0.0,0.0,0.0,4.729023314509425,0.0,0.0,0.0,9.369615472228858,0.0,0.0,0.0,0.4889689332594853,0.0,0.0,0.0,5.39507820639321,0.0,0.0,0.0,61.75122719098396,0.0,0.0,0.0,27.596135352881525,0.0,0.0,0.0,16.815876656759027
NS00404,0.0,0.0,0.0,8.720326298933289,0.0,0.0,0.0,68.3632919998651,0.0,0.0,0.0,54.65606169564244,0.0,0.0,0.0,14.251792831855669,0.0,0.0,0.0,4.676325684995053,0.0,0.0,0.0,8.95770886722236,0.0,0.0,0.0,0.5678074653220777,0.0,0.0,0.0,5.38992149190571,0.0,0.0,0.0,65.42875745126904,0.0,0.0,0.0,26.7072206688254,0.0,0.0,0.0,17.440136686964973
NS00371,0.0,0.0,0.0,9.438038426059274,0.0,0.0,0.0,68.07517488612521,0.0,0.0,0.0,54.02420943733951,0.0,0.0,0.0,14.347940071990399,0.0,0.0,0.0,4.662402034928615,0.0,0.0,0.0,8.842625982515326,0.0,0.0,0.0,0.5665103604468059,0.0,0.0,0.0,5.370474773826646,0.0,0.0,0.0,62.90611998463757,0.0,0.0,0.0,26.60035751785201,0.0,0.0,0.0,17.58974969765671
NS00336,0.0,0.0,0.0,7.880675007116894,0.0,76.83812947249376,0.0,41.76848757733668,0.0,185.01051361986737,5.574880318005266,41.6970988438739,0.0,0.0,0.0,12.035906035679652,0.0,0.0,0.0,2.836633894001628,0.0,8.012533229364347,0.0,5.381473640514697,0.0,0.0,0.0,0.3716189937662321,0.0,0.0,0.0,4.0917075307855315,0.0,97.76137094593629,0.0,34.66186632853855,0.0,5.5409689464682295,0.0,19.524311751878724,0.0,0.0,0.0,15.70739360848137
NS00299,0.0,0.0,0.0,8.452373792288526,0.0,66.72547615597824,0.0,49.65363502596551,69.70931591454192,293.0983955274388,13.92508414897355,56.47749664519867,0.0,0.0,0.0,13.829444547120183,0.0,0.0,0.0,3.0667415502882482,0.0,7.010539030496689,0.0,6.406082715550026,0.0,0.0,0.0,0.4006289893084717,0.0,0.0,0.0,4.424279605717108,0.0,73.53147463225179,0.0,42.47349493656783,0.0,5.148707909406159,0.0,21.820885492740338,0.0,0.0,0.0,16.885790546338615
NS00267,0.0,0.0,0.0,8.670931280392944,0.0,54.34643761893422,0.0,51.74161059925052,116.57036181362012,469.7734059151353,29.69471538074012,68.34396199544803,0.0,0.0,0.0,14.137943785226435,0.0,0.0,0.0,3.073497146673679,0.0,5.773325177209882,0.0,6.618820909861738,0.0,0.0,0.0,0.479915664726363,0.0,0.0,0.0,4.43364944861716,0.0,56.054674522397896,0.0,45.12313638370248,0.0,4.592459073245892,0.0,22.20506208027291,0.0,0.0,0.0,17.33784832292979
