Hex_ID,CitCtr_PT,CitCtr_Cy,CitCtr_Wa,CitCtr_Ca,DisCtr_PT,DisCtr_Cy,DisCtr_Wa,DisCtr_Ca,Em500_PT,Em500_Cy,Em500_Wa,Em500_Ca,Em5000_PT,Em5000_Cy,Em5000_Wa,Em5000_Ca,FurEd_PT,FurEd_Cy,FurEd_Wa,FurEd_Ca,GP_PT,GP_Cy,GP_Wa,GP_Ca,Hos_PT,Hos_Cy,Hos_Wa,Hos_Ca,MajCtr_PT,MajCtr_Cy,MajCtr_Wa,MajCtr_Ca,PriSch_PT,PriSch_Cy,PriSch_Wa,PriSch_Ca,SecSch_PT,SecSch_Cy,SecSch_Wa,SecSch_Ca,StrEmp_PT,StrEmp_Cy,StrEmp_Wa,StrEmp_Ca
SV00145,0.0,0.0,0.0,0.0,136.0205526714579,38.190292810848916,0.0,31.613017050602206,312.6059687042276,121.92961694638181,2.299125206317959,32.98865555492111,0.0,0.0,0.0,1.3540255256720775,15.2143850340721,0.0,0.0,2.8104382388506797,26.777962787488494,9.27109038647613,0.0,4.488777633369714,3.704500686686491,0.0,0.0,0.2457267978130301,24.106879307076795,0.0,0.0,1.6274384622258462,242.79595539316568,79.40564653911476,0.0,28.824009623861038,34.50778736268781,8.079760519882344,0.0,16.158267490644587,0.0,0.0,0.0,0.0
SV00144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76221210027156,0.0,0.0,0.0,31.728443282009593,0.0,0.0,0.0,1.3337700915467114,0.0,0.0,0.0,2.7578843494316603,0.0,0.0,0.0,4.347346482262332,0.0,0.0,0.0,0.2378346242943275,0.0,0.0,0.0,1.585023426388113,0.0,0.0,0.0,27.811967278384294,0.0,0.0,0.0,15.818838418159373,0.0,0.0,0.0,0.0
SV00140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00142,0.0,0.0,0.0,5.922891523745562,481.5061638612834,601.3915112217768,18.463389823827193,73.11249823888772,705.0289899765231,1279.2252498984585,64.33561978066713,108.3769973093231,0.0,0.0,0.0,6.388701063592435,27.424707766962403,34.75933995809867,1.091175365635234,6.311509038658751,70.73536823759045,103.36788152662882,3.0345112619862427,11.256344308355452,7.275751535970094,21.128202293450432,0.992261560214251,1.5197180839819424,46.74398379853484,53.86772850328748,1.7171421191275136,7.166275182514603,565.1903978978156,959.6064923777278,46.7645770952931,78.25613104074041,141.02557805153856,254.33852857595664,9.857988121526416,32.7070721798367,0.0,0.0,0.0,11.87886143977708
SV00138,0.0,0.0,0.0,0.0,60.48822933204226,0.0,0.0,0.0,167.9659900658702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.294758372549317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.89953427641649,0.0,0.0,0.0,39.7747475696015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00133,0.0,0.0,0.0,6.137149511630669,730.0007186843367,508.272178331459,12.962916079985096,73.35339703735647,951.6810311107472,1101.6875880685157,49.73605997302608,106.56907728241593,0.0,0.0,0.0,6.495168476591708,124.53281096525052,271.9894830830233,17.9461117797806,15.557715692857585,96.73820016166623,125.17592330727093,4.325767251382317,13.107219144152042,4.675961561894346,4.003280665780291,0.0,0.7227290687820075,131.0826072542204,255.81730184439024,14.394444241636355,14.969205063127239,777.3308877959903,684.4101320529697,25.36108827227426,77.95675985724766,160.0589603688258,132.9327311381304,2.6790078214417923,27.26329597894329,0.0,0.0,0.0,12.148857588360233
SV00132,0.0,0.0,0.0,6.1170980931100605,495.90929314683103,460.93513715745854,9.491137787694313,70.58041732372442,693.4009876729842,884.1155451820191,33.19162913046834,98.28774693572032,0.0,0.0,0.0,6.469369527532247,79.89187919847342,157.84011432139462,8.137551296717332,13.00165349814046,72.35242961625406,106.95476697687721,3.0428446999042538,12.38614388137367,3.6201907355614154,3.526021866228332,0.0,0.6938575086186437,92.36876048963292,166.9386669411347,7.760046851584844,13.089648003525932,627.0903112417508,644.1194690983684,20.37423755194875,76.51024270899111,114.91397015260223,120.35965105142691,2.0822947922914596,26.688075694989426,0.0,0.0,0.0,12.108231570907042
SV00131,0.0,0.0,0.0,6.274181527296674,263.3645811647617,472.3679125402866,11.023453724809153,71.07127662077345,448.2083057284452,830.0239208085876,30.922387748036552,84.60946203324528,0.0,0.0,0.0,7.095000980131466,42.25638957739212,83.76722445249554,3.565498165854856,8.843992689163937,45.658242979327646,105.78284626168623,3.3239007569418386,11.532346816548063,0.0,2.923544963409139,0.0,0.6335601455040906,53.54504495925469,108.60572294570812,5.236771757622995,9.934975825398826,333.95491705250544,710.6274008432238,23.615166650882294,76.63105019670002,85.3279747216585,116.35278460007402,1.7219594552674895,26.385767376605653,0.0,0.0,0.0,12.426674992905244
SV00124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00130,0.0,0.0,0.0,6.422901087538545,283.3499783701907,493.5587172781385,11.611971441493681,71.92317782141117,414.37015570858165,641.5420642110695,17.17657107517472,68.44477517167235,0.0,0.0,0.0,8.197828006722993,51.28975803457352,39.38204744958554,1.352484067304759,5.366291885223758,44.14761333289135,91.83472561691421,1.9937874921490402,10.538570837749333,0.0,2.170304902660705,0.0,0.5227285425471677,63.47989996214789,56.65486448681028,1.9772595477126775,5.852025137362993,497.2154095940564,805.5109155718194,31.282424514347003,77.72736460923194,38.26035786226379,113.7635920942618,1.765705977205018,25.52326144738736,0.0,0.0,0.0,12.728540400073628
SV00127,0.0,0.0,0.0,6.37416430976908,221.9602489797026,421.82164790038354,7.859648343444679,62.55728550206623,310.51052312776426,524.8169786336175,8.863863077928302,59.810472012914346,0.0,0.0,0.0,7.6274938894344295,39.86433949981476,29.16142654534884,0.8961430042307904,4.770840802028365,39.19613662119807,77.06795946675976,1.441861501420766,9.262047633343574,0.0,1.8747680126580493,0.0,0.48381760716643174,50.81049428721699,41.96052162497772,1.3064718588479636,5.16396082005888,293.16394558904085,640.864140106999,19.135612157632245,62.28851224481251,34.22735198674918,98.95288447514872,0.8145999112427391,23.486160348872218,0.0,0.0,0.0,12.629575725524102
SV00122,0.0,0.0,0.0,5.837007027984551,76.12025115817228,287.6861168361344,2.492469305047898,44.21482495273084,112.45863565522896,367.2841156104302,0.0,41.11295653897342,0.0,0.0,0.0,6.07543905126216,20.974975654069404,19.733137887457342,0.0,3.33852556865657,12.032224377946205,54.62931508157549,0.0,6.381327828334313,0.0,1.5155840307047037,0.0,0.401189869785526,28.178827149754625,28.40040983993351,0.0,3.9729838452979203,124.76247842861373,395.445010565939,4.164671777304521,39.91534652598616,0.0,71.89434105624186,0.0,18.45857526719234,0.0,0.0,0.0,11.541432111430147
SV00119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV00118,0.0,0.0,0.0,5.343220853724895,0.0,235.27911562941836,0.0,31.468058007654093,0.0,289.7514082778983,0.0,27.69179970842673,0.0,0.0,0.0,4.608554915552435,0.0,10.39816232214022,0.0,1.5838207874221424,0.0,46.98161667869337,0.0,4.412535086991469,0.0,1.1500614951083483,0.0,0.2485275100598727,0.0,14.969168456095218,0.0,2.9071460438350396,0.0,301.49979690282817,0.0,26.22833182195445,0.0,62.041958666047535,0.0,14.675806802149264,0.0,0.0,0.0,10.545299845309655
